title,degree_type,url_slug,url,row_number,URL,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
Biochemical Engineering,BEng,biochemical-engineering-beng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-beng,304,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-beng,AAA,"Mathematics required, plus one from Biology, Chemistry or Physics.",English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including grade 6 in Mathematics, plus one from Biology, Chemistry or Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Biomedical Engineering,BEng,biomedical-engineering-beng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-beng,305,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-beng,AAA,"Mathematics and Physics required at grade A. Mathematics and Physics required. Biology acceptable in lieu of Physics, if Physics grade A or 7 achieved at GCSE ",English Language and Mathematics at grade C or 4.,38,"A total of 18 points overall in three higher level subjects, including grade 6 in Mathematics and Physics, with no higher level score below 5. Biology at Higher Level acceptable in lieu of Physics, if Physics taken at Standard Level.The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Chemical Engineering,BEng,chemical-engineering-beng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-beng,306,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-beng,AAA,"Mathematics and Chemistry required. Biology, Economics, Further Mathematics, Geography, Physics and Psychology preferred.",English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects to include grades 6,6 in Mathematics and Chemistry, with no higher level score below 5. Another science at higher level preferred, but not essential. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Civil Engineering,BEng,civil-engineering-beng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-beng,307,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-beng,A*AA,"No specific subjects, but please note the GCSE requirements below if you are not taking A level Mathematics. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language at grade C or 4. Mathematics and Physics (or Double Award) at grade A or 7 if not offered at A level.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Physics must be offered at either higher or standard level.",NA
Electronic and Electrical Engineering,BEng,electronic-and-electrical-engineering-beng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-beng,308,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-beng,A*AA,"A* in Mathematics required, plus either Physics or Further Mathematics preferred as the second subject.  Where students have Further Mathematics but not Physics then it is preferable to have Biology, Chemistry, Design and Technology, or Electronics as the third subject.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics and preferably Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred. ",NA
Mechanical Engineering,BEng,mechanical-engineering-beng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-beng,309,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-beng,A*AA,"Mathematics and Physics required. A* must be in one of the required subjects. Design and Technology, Engineering, Economics, Geography, Chemistry and Biology preferred as third subject (in that order), but not essential.  ",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. Higher Level 7, 6 required in Mathematics and Physics in any order. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics preferred as third higher level subject, but not essential.",NA
Neuroscience,BSc,neuroscience-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-bsc,310,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-bsc,AAA,"Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",NA
Anthropology,BSc,anthropology-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/anthropology-bsc,311,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/anthropology-bsc,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,"English Language and Mathematics at grade C or 4, plus any Science (Single Science, Biology, Chemistry or Physics) required at grade B or 6 (Combined Science at grades 6, 6).",36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
Anthropology,BSc,anthropology-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/anthropology-bsc,312,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/anthropology-bsc,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,"English Language and Mathematics at grade C or 4, plus any Science (Single Science, Biology, Chemistry or Physics) required at grade B or 6 (Combined Science at grades 6, 6).",36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
Architectural and Interdisciplinary Studies,BSc,architectural-and-interdisciplinary-studies-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc,313,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work is required upon invitation, at application stage.",NA
Architectural and Interdisciplinary Studies,BSc,architectural-and-interdisciplinary-studies-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc,314,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architectural-and-interdisciplinary-studies-bsc,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work is required upon invitation, at application stage.",NA
Architecture,BSc,architecture-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-bsc,315,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-bsc,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work required upon invitation, at application stage.",NA
"Urban Planning, Design and Management",BSc,urban-planning-design-and-management-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-design-and-management-bsc,316,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-planning-design-and-management-bsc,AAB,"Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred",NA
Urban Studies,BSc,urban-studies-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-studies-bsc,317,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/urban-studies-bsc,AAB,"Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Geography, Economics, Government and Politics, History, Business, Design subjects, English Literature, Sociology, Anthropology, and Religious Education/Philosophy preferred",NA
Archaeology,BSc,archaeology-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-bsc,318,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/archaeology-bsc,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Astrophysics,BSc,astrophysics-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-bsc,319,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-bsc,A*AA,A*A in Mathematics and Physics required (in any order).,English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 and grade 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Audiology,BSc,audiology-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/audiology-bsc,320,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/audiology-bsc,AAB,"To include two sciences from Biology, Chemistry, Mathematics, Physics and Psychology. Biology, Mathematics, Physics and Psychology preferred",English Language and Mathematics at grade B or 6.,36,"A total score of 17 points in three higher level subjects to include two subjects from Biology, Chemistry, Mathematics, Physics and Psychology, with no higher level score below 5. Biology, Mathematics, Physics or Psychology preferred. If Mathematics is offered at higher level, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation.",NA
