title,degree_type,url_slug,url,row_number,URL,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
Polish and Yiddish,BA,polish-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-yiddish-ba,240,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-yiddish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Polish or Yiddish with no higher level score below 5,NA
Polish and East European Studies,BA,polish-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-east-european-studies-ba,241,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-east-european-studies-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Romanian and East European Studies,BA,romanian-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-east-european-studies-ba,242,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-east-european-studies-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Romanian and Portuguese,BA,romanian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-portuguese-ba,243,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-portuguese-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, including a foreign language, with no higher level score below 5.",NA
Romanian and Russian,BA,romanian-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-russian-ba,244,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-russian-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Romanian and Spanish,BA,romanian-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-spanish-ba,245,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-spanish-ba,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Romanian and Serbian/Croatian,BA,romanian-and-serbiancroatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-serbiancroatian-ba,246,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-serbiancroatian-ba,NA,NA,NA,NA,NA,NA
Romanian and Swedish,BA,romanian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-swedish-ba,247,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-swedish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Romanian or Swedish with no higher level score below 5,NA
Romanian and Ukrainian,BA,romanian-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-ukrainian-ba,248,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-ukrainian-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Romanian and Yiddish,BA,romanian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-yiddish-ba,249,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-yiddish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Romanian or Yiddish with no higher level score below 5,NA
Russian and History,BA,russian-and-history-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-history-ba,250,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-history-ba,ABB,History required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including History, with no higher level score below 5.",NA
Russian and Portuguese,BA,russian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-portuguese-ba,251,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-portuguese-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Russian and Spanish,BA,russian-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-spanish-ba,252,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-spanish-ba,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Russian and Serbian/Croatian,BA,russian-and-serbiancroatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-serbiancroatian-ba,253,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-serbiancroatian-ba,NA,NA,NA,NA,NA,NA
Russian and Swedish,BA,russian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-swedish-ba,254,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-swedish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Russian and Ukrainian,BA,russian-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-ukrainian-ba,255,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-ukrainian-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Russian and Yiddish,BA,russian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-yiddish-ba,256,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-yiddish-ba,ABB,Russian or Yiddish required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include Russian or Yiddish.",NA
Russian Studies,BA,russian-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-studies-ba,257,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-studies-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Russian with an East European Language,BA,russian-an-east-european-language-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-an-east-european-language-ba,258,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-an-east-european-language-ba,NA,NA,NA,NA,NA,NA
Scandinavian Studies and English,BA,scandinavian-studies-and-english-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-english-ba,259,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-english-ba,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including English A1 Literature/Language and Literature at grade 6, with no higher level score below 5. Foreign language preferred.",NA
Scandinavian Studies and History of Art,BA,scandinavian-studies-and-history-of-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-history-of-art-ba,260,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-history-of-art-ba,NA,NA,NA,NA,NA,NA
Scandinavian Studies and Latin,BA,scandinavian-studies-and-latin-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-latin-ba,261,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-latin-ba,ABB,"A in Latin required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including 6 in Latin, with no higher level score below 5. Foreign language preferred.",NA
Scandinavian Studies and Philosophy,BA,scandinavian-studies-and-philosophy-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-philosophy-ba,262,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-philosophy-ba,AAB,Please refer to UCL’s list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
Icelandic,BA,icelandic-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/icelandic-ba,263,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/icelandic-ba,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, preferably including a foreign language, with no higher level score below 5.",NA
Scandinavian Studies,BA,scandinavian-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-ba,264,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-ba,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, preferably including a foreign language, with no higher level score below 5.",NA
Viking and Old Norse Studies,BA,viking-and-old-norse-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/viking-and-old-norse-studies-ba,265,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/viking-and-old-norse-studies-ba,ABB,"English Literature, History and/or a foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. English Literature, History and/or language preferred.",NA
Scandinavian Studies with Film Studies,BA,scandinavian-studies-film-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-film-studies-ba,266,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-film-studies-ba,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Scandinavian Studies with Management Studies,BA,scandinavian-studies-management-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-management-studies-ba,267,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-management-studies-ba,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred. ",NA
Serbian / Croatian and East European Studies,BA,serbian-croatian-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-east-european-studies-ba,268,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-east-european-studies-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Spanish and History of Art,BA,spanish-and-history-of-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-history-of-art-ba,269,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-history-of-art-ba,NA,NA,NA,NA,NA,NA
Spanish and Latin American Studies,BA,spanish-and-latin-american-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-american-studies-ba,270,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-american-studies-ba,ABB,Spanish grade A required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Spanish and Latin,BA,spanish-and-latin-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-ba,271,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-ba,AAB,Spanish and Latin required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including 6 in Spanish and Latin, with no higher level score below 5.",NA
Spanish and Philosophy,BA,spanish-and-philosophy-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-philosophy-ba,272,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-philosophy-ba,AAA,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Spanish and Portuguese,BA,spanish-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-portuguese-ba,273,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-portuguese-ba,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Spanish and Swedish,BA,spanish-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-swedish-ba,274,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-swedish-ba,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Spanish and Ukrainian,BA,spanish-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-ukrainian-ba,275,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-ukrainian-ba,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Spanish and Yiddish,BA,spanish-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-yiddish-ba,276,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-yiddish-ba,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Spanish with Film Studies,BA,spanish-film-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-film-studies-ba,277,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-film-studies-ba,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Spanish with Management Studies,BA,spanish-management-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-management-studies-ba,278,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-management-studies-ba,AAB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Serbian/Croatian and Portuguese,BA,serbiancroatian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-portuguese-ba,279,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-portuguese-ba,NA,NA,NA,NA,NA,NA
Serbian/Croatian and Spanish,BA,serbiancroatian-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-spanish-ba,280,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-spanish-ba,NA,NA,NA,NA,NA,NA
Serbian/Croatian and Swedish,BA,serbiancroatian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-swedish-ba,281,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-swedish-ba,NA,NA,NA,NA,NA,NA
Serbian/Croatian and Ukrainian,BA,serbiancroatian-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-ukrainian-ba,282,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-ukrainian-ba,NA,NA,NA,NA,NA,NA
Serbian/Croatian and Yiddish,BA,serbiancroatian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-yiddish-ba,283,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbiancroatian-and-yiddish-ba,NA,NA,NA,NA,NA,NA
Swedish and Portuguese,BA,swedish-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-portuguese-ba,284,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-portuguese-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Swedish and Yiddish,BA,swedish-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-yiddish-ba,285,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/swedish-and-yiddish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Swedish or Yiddish with no higher level score below 5,NA
Ukrainian and East European Studies,BA,ukrainian-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-east-european-studies-ba,286,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-east-european-studies-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Ukrainian and Portuguese,BA,ukrainian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-portuguese-ba,287,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-portuguese-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Ukrainian and Swedish,BA,ukrainian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-swedish-ba,288,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-swedish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Ukrainian and Yiddish,BA,ukrainian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-yiddish-ba,289,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ukrainian-and-yiddish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Ukrainian or Yiddish with no higher level score below 5,NA
"Youth, Society and Sustainable Futures",BA,youth-society-and-sustainable-futures-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/youth-society-and-sustainable-futures-ba,290,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/youth-society-and-sustainable-futures-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Arts and Sciences with Study Abroad,BASc,arts-and-sciences-study-abroad-basc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-study-abroad-basc,291,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-study-abroad-basc,A*AA,"Major pathway requirements: Cultures: at least one essay-based arts/humanities subject Societies: at least one social sciences subject; Sciences and Engineering: Mathematics and one other science.
 Health and Environment: Chemistry or Biology, and one other science or social science.",English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Major pathway requirements: Cultures at least one higher level from groups 1, 2 or 6; Societies: at least one higher level from group 3; Sciences and Engineering: to include higher level Mathematics at grade 6 and a further higher level subject from groups 4 or 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level; Health and Environment: to include higher level Chemistry or Biology at grade 6 and a further higher level subject from groups 3, 4 or 5.","For more information about A level subject classification, see the BASc website at: Preferred A levels"
Arts and Sciences,BASc,arts-and-sciences-basc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-basc,292,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/arts-and-sciences-basc,A*AA,"Major pathway requirements: Cultures: at least one essay-based arts/humanities subject Societies: at least one social sciences subject; Sciences and Engineering: Mathematics and one other science.
 Health and Environment: Chemistry or Biology, and one other science or social science.",English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Major pathway requirements: Cultures at least one higher level from groups 1, 2 or 6; Societies: at least one higher level from group 3; Sciences and Engineering: to include higher level Mathematics at grade 6 and a further higher level subject from groups 4 or 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level; Health and Environment: to include higher level Chemistry or Biology at grade 6 and a further higher level subject from groups 3, 4 or 5.","For more information about A level subject classification, see the BASc website at: Preferred A levels"
Economics and Statistics,BSc (Econ),economics-and-statistics-bsc-econ,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-statistics-bsc-econ,293,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-and-statistics-bsc-econ,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",NA
Economics,BSc (Econ),economics-bsc-econ,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-bsc-econ,294,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-bsc-econ,A*AA,"A* in Mathematics required, plus if Economics is offered it must be grade A.",English Language and Mathematics at grade C or 4.,39,A total of 19 points in three higher level subjects including grade 7 in Mathematics and grade 6 in Economics if offered with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.,NA
Economics,BSc (Econ),economics-bsc-econ,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-bsc-econ,295,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/economics-bsc-econ,A*AA,"A* in Mathematics required, plus if Economics is offered it must be grade A.",English Language and Mathematics at grade C or 4.,39,A total of 19 points in three higher level subjects including grade 7 in Mathematics and grade 6 in Economics if offered with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.,NA
Fine Art,BA,fine-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/fine-art-ba,296,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/fine-art-ba,ABB,"No specific subjects, but a portfolio of work is required. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, plus a portfolio. ",NA
English and German Law,LLB,english-and-german-law-llb,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/english-and-german-law-llb,297,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/english-and-german-law-llb,NA,NA,NA,NA,NA,NA
Law with French Law,LLB,law-french-law-llb,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-french-law-llb,298,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-french-law-llb,A*AA,French required.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects including French at grade 6, with no higher level score below 5.",NA
Law with German Law,LLB,law-german-law-llb,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-german-law-llb,299,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-german-law-llb,A*AA,German required.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects including German at grade 6, with no higher level score below 5.",NA
Bachelor of Laws (UCL) and LLB Bachelor of Laws (University of Hong Kong),LLB,bachelor-of-laws-ucl-and-llb-bachelor-of-laws-university-of-hong-kong-llb,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bachelor-of-laws-ucl-and-llb-bachelor-of-laws-university-of-hong-kong-llb,300,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/bachelor-of-laws-ucl-and-llb-bachelor-of-laws-university-of-hong-kong-llb,NA,NA,NA,NA,NA,NA
Law with Hispanic Law,LLB,law-hispanic-law-llb,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-hispanic-law-llb,301,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-hispanic-law-llb,A*AA,Spanish required.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Law,LLB,law-llb,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-llb,302,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-llb,A*AA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5.",NA
Medicine,MBBS,medicine-mbbs,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medicine-mbbs,303,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medicine-mbbs,NA,NA,NA,NA,NA,NA
